timestamp,Spins
6/3/2022 0:00,1258427
6/4/2022 0:00,2502763
6/5/2022 0:00,2150601
6/6/2022 0:00,2125557
6/7/2022 0:00,6858133
6/8/2022 0:00,5877120
6/9/2022 0:00,5501333
6/10/2022 0:00,2877442
